# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: halfbody
# Creation date: 03/19/2024 15:01:56
# 
# 03/19/2024 15:01:56
# The parameters defined in the project are:
# ,P1 - Refinement Refinement
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,3
