1,0.99668
2,0.99185
3,0.981
4,0.97008
5,0.9537
6,0.93783
7,0.91508
8,0.89362
9,0.86813
10,0.84998
11,0.82408
12,0.79824
13,0.77417
14,0.74976
15,0.72311
16,0.7059
17,0.68365
18,0.66298
19,0.63897
20,0.61763
21,0.6073
22,0.58344
23,0.56725
24,0.55163
25,0.53817
26,0.52202
27,0.50873
28,0.49042
29,0.47833
30,0.47115
